Order Date,Region,Category,Quantity,Sales,Profit
2022-08-12,West,Technology,1,241.52,-202.73
2022-11-09,West,Technology,8,585.96,194.05
2024-11-10,Central,Furniture,17,1136.09,450.99
2023-01-11,South,Furniture,12,1235.65,88.09
2024-01-02,East,Technology,1,1159.22,426.8
2023-07-15,West,Furniture,12,372.88,478.4
2023-03-20,South,Technology,13,1755.67,-248.99
2023-02-27,Central,Office Supplies,9,917.99,76.55
2023-07-23,South,Furniture,2,946.25,71.75
2022-12-15,Central,Technology,13,1966.76,-49.79
2023-12-12,East,Technology,16,447.43,-10.87
2024-04-23,South,Technology,1,749.11,97.1
2022-11-29,South,Furniture,15,936.02,-289.02
2024-11-23,South,Office Supplies,14,1840.45,-203.07
2022-09-05,South,Technology,6,74.97,-230.89
2022-11-16,East,Technology,8,572.26,484.25
2024-05-14,West,Furniture,6,1698.84,-332.05
2022-06-14,East,Furniture,6,793.41,63.14
2022-05-13,West,Office Supplies,11,1059.81,200.8
2023-08-09,West,Technology,9,1099.01,-498.84
2023-04-30,South,Technology,16,669.18,92.89
2023-04-06,Central,Technology,12,869.08,172.16
2022-07-08,South,Office Supplies,6,590.92,266.32
2024-06-21,East,Technology,6,259.82,435.2
2022-12-26,West,Furniture,6,919.87,-370.48
2022-06-02,Central,Office Supplies,5,1120.83,333.4
2023-12-09,South,Technology,4,354.14,140.03
2023-04-02,West,Technology,7,643.65,-288.89
2022-04-24,South,Office Supplies,11,448.25,45.22
2023-04-14,Central,Technology,16,671.46,-307.17
2022-11-12,South,Technology,19,338.04,-281.64
2023-12-15,East,Furniture,11,1749.68,485.94
2023-11-29,East,Office Supplies,12,1654.57,-9.83
2025-02-17,Central,Office Supplies,7,1071.12,-493.79
2023-06-21,South,Furniture,1,1663.81,-138.7
2023-03-01,East,Technology,2,21.14,-429.17
2024-02-14,South,Furniture,7,658.51,-370.68
2024-04-17,West,Office Supplies,19,1048.81,159.87
2023-05-18,Central,Office Supplies,19,579.27,-12.87
2022-11-17,South,Technology,11,1180.14,493.89
2023-08-27,East,Office Supplies,20,1320.12,-232.74
2022-06-24,South,Technology,3,958.51,-279.15
2023-10-18,Central,Technology,7,1940.11,59.37
2023-03-19,West,Furniture,7,341.55,218.58
2024-04-23,South,Technology,7,1257.19,-281.2
2022-06-04,West,Technology,2,858.16,-226.56
2025-01-04,Central,Technology,15,837.42,394.18
2023-05-02,South,Technology,16,1476.55,396.66
2023-02-04,Central,Technology,2,1865.09,-467.76
2024-04-05,South,Furniture,8,800.86,-478.92
2023-05-22,East,Office Supplies,8,1407.2,-147.56
2023-01-05,South,Furniture,18,517.31,-321.75
2023-11-13,South,Furniture,4,96.28,336.25
2024-01-19,West,Furniture,5,123.9,1.45
2023-08-22,West,Furniture,13,1468.09,153.16
2025-03-29,East,Furniture,18,1050.75,56.07
2022-10-19,East,Technology,19,16.48,99.36
2023-11-11,West,Office Supplies,19,444.5,194.25
2024-05-04,West,Technology,7,710.05,-266.58
2024-07-29,South,Technology,10,993.74,343.42
2025-01-20,East,Office Supplies,3,1076.08,400.34
2024-04-30,West,Furniture,16,1734.2,7.22
2023-11-19,West,Office Supplies,10,521.92,453.66
2022-06-25,Central,Office Supplies,4,745.82,127.28
2025-04-02,West,Office Supplies,1,1897.39,-64.57
2025-01-30,East,Furniture,15,115.1,23.62
2023-07-26,South,Furniture,13,361.94,-461.71
2023-07-07,West,Furniture,20,1836.6,12.98
2024-04-05,Central,Technology,1,1454.6,-287.69
2022-10-21,East,Technology,20,210.52,-316.23
2023-01-24,West,Furniture,9,1272.35,-23.45
2022-08-11,South,Office Supplies,2,324.1,-232.37
2024-03-31,West,Technology,6,1799.71,-346.87
2024-12-20,West,Furniture,20,847.45,-141.97
2023-07-04,West,Technology,14,1233.92,461.44
2023-12-12,Central,Office Supplies,2,813.75,92.78
2024-04-24,East,Office Supplies,6,1481.56,267.83
2022-09-21,East,Technology,10,445.33,178.24
2023-06-12,West,Furniture,4,1402.46,183.05
2023-08-14,East,Technology,11,969.99,146.57
2022-10-01,South,Technology,16,1319.34,147.71
2022-08-30,Central,Furniture,16,826.96,261.51
2022-12-10,West,Furniture,1,1439.93,163.83
2024-04-17,Central,Office Supplies,7,818.71,220.06
2024-09-13,East,Technology,19,1527.43,-57.55
2023-07-10,Central,Technology,13,772.69,-243.61
2023-02-20,Central,Furniture,13,1173.41,-401.12
2023-10-20,West,Technology,1,1680.98,32.46
2024-11-05,West,Furniture,18,1870.38,53.01
2022-12-25,East,Furniture,9,820.55,-101.43
2023-10-11,West,Technology,14,1868.22,-313.7
2022-09-11,East,Office Supplies,10,1789.73,-319.2
2023-02-09,South,Office Supplies,11,731.39,371.14
2022-04-26,East,Furniture,1,1222.9,-152.6
2023-11-01,Central,Technology,1,115.3,-377.91
2024-01-20,East,Office Supplies,20,1873.73,193.2
2024-09-15,West,Furniture,19,1314.85,299.86
2024-12-25,West,Technology,17,856.09,297.24
2024-12-22,East,Furniture,2,775.56,-438.37
2022-09-16,South,Furniture,17,261.7,-156.02
2023-05-07,East,Office Supplies,11,1723.56,442.91
2024-08-03,West,Furniture,13,685.18,-322.21
2022-11-18,East,Technology,9,930.49,-304.88
2022-05-17,Central,Furniture,9,274.64,8.72
2022-07-17,South,Office Supplies,9,482.46,-460.05
2024-10-13,Central,Technology,8,326.1,424.03
2023-07-19,West,Technology,4,1488.79,339.52
2022-12-02,West,Furniture,17,1004.31,-48.1
2024-10-13,Central,Office Supplies,4,1511.24,63.83
2023-11-01,South,Furniture,18,925.32,-253.28
2022-12-02,Central,Office Supplies,5,1829.22,273.85
2025-01-09,South,Furniture,4,1405.24,151.48
2023-03-16,East,Furniture,19,1282.8,58.42
2022-11-07,West,Furniture,20,1960.2,289.0
2023-12-17,West,Furniture,2,1465.4,71.93
2022-11-12,South,Office Supplies,11,573.58,-384.56
2022-09-04,West,Furniture,20,321.45,293.48
2024-08-23,West,Furniture,1,446.16,156.95
2022-07-09,South,Furniture,4,334.32,-253.93
2023-02-14,Central,Furniture,4,31.21,-184.03
2023-01-02,West,Office Supplies,3,1957.63,141.43
2025-02-15,Central,Office Supplies,15,670.65,-269.16
2023-02-13,East,Technology,3,1431.89,-381.22
2024-08-09,West,Furniture,20,1559.22,407.04
2022-11-18,South,Technology,3,369.72,-77.65
2023-09-01,West,Office Supplies,4,1267.83,31.84
2023-08-05,West,Office Supplies,1,1627.28,487.52
2023-09-26,West,Office Supplies,11,1236.72,155.49
2023-09-17,East,Furniture,14,1408.13,399.24
2023-08-23,South,Furniture,16,581.64,422.7
2024-10-31,South,Technology,8,1608.46,-16.53
2024-12-22,East,Furniture,5,1999.28,-164.67
2023-05-21,Central,Office Supplies,6,743.94,-257.35
2024-09-18,East,Furniture,3,450.99,5.69
2023-12-05,West,Technology,7,684.26,-403.11
2023-01-11,South,Furniture,6,1177.13,138.26
2025-01-12,East,Office Supplies,16,350.37,-102.29
2025-01-28,Central,Office Supplies,18,1154.82,454.71
2025-04-02,East,Furniture,11,498.62,-271.13
2024-05-06,East,Furniture,2,682.61,-359.79
2024-02-24,West,Office Supplies,1,847.04,289.59
2023-09-21,South,Technology,8,1083.12,489.63
2024-09-19,South,Furniture,1,1220.37,-178.11
2022-05-01,Central,Furniture,16,1035.7,256.7
2023-01-29,Central,Furniture,9,1607.13,131.22
2024-01-04,Central,Furniture,8,315.38,219.55
2023-09-01,West,Office Supplies,1,30.01,-62.85
2024-09-13,West,Furniture,5,1252.43,467.96
2025-03-23,West,Technology,12,609.13,-284.57
2022-11-20,South,Technology,1,1760.78,34.37
2023-01-06,South,Technology,17,830.86,-183.26
2024-08-19,South,Office Supplies,16,163.55,226.37
2023-02-01,South,Furniture,13,791.57,-462.19
2022-07-25,West,Technology,4,801.37,-10.24
2023-04-27,West,Office Supplies,8,1465.04,-289.36
2023-09-26,Central,Office Supplies,7,1873.33,-234.18
2024-04-29,East,Furniture,5,151.43,-329.94
2024-12-07,West,Technology,17,1341.16,178.7
2024-12-02,East,Technology,12,963.92,-174.97
2024-06-26,South,Furniture,1,954.92,-477.18
2023-12-31,West,Furniture,19,1023.03,106.27
2022-10-24,South,Office Supplies,14,1035.0,259.17
2022-11-05,West,Furniture,4,717.96,-271.15
2025-01-13,West,Technology,6,997.6,-378.41
2022-11-04,East,Office Supplies,7,735.25,-133.07
2022-10-26,South,Technology,18,1718.72,-354.36
2023-08-13,South,Office Supplies,14,875.32,242.75
2023-11-08,East,Furniture,5,324.0,-193.08
2022-07-08,South,Technology,6,789.03,332.35
2023-08-28,South,Technology,16,1738.45,144.25
2022-11-25,West,Technology,15,1108.51,296.58
2023-09-04,West,Office Supplies,14,397.83,-208.83
2024-09-13,East,Office Supplies,14,1337.62,-459.39
2023-04-11,Central,Office Supplies,18,292.72,-451.21
2025-01-26,West,Technology,13,75.3,89.6
2025-02-18,South,Office Supplies,13,1506.57,-422.5
2022-04-30,West,Technology,5,606.98,-375.84
2024-06-02,East,Furniture,5,78.06,-449.89
2024-07-16,Central,Furniture,14,1255.61,-237.18
2025-03-08,East,Furniture,10,1306.98,230.83
2025-01-14,South,Office Supplies,2,1892.38,-331.35
2024-07-16,South,Office Supplies,5,1766.84,-351.89
2023-11-24,South,Technology,3,408.17,-134.49
2022-09-12,East,Office Supplies,15,384.91,-73.77
2022-05-11,Central,Furniture,2,1236.61,-412.39
2024-10-27,West,Technology,15,1839.51,486.09
2024-01-22,East,Office Supplies,6,851.74,-387.32
2023-02-19,East,Furniture,3,1350.1,148.47
2024-07-23,West,Office Supplies,3,1491.88,53.99
2024-07-03,Central,Technology,15,470.44,-102.04
2023-01-13,South,Office Supplies,11,1655.44,386.75
2025-01-18,West,Furniture,13,804.76,253.65
2025-01-18,South,Technology,2,355.66,344.85
2022-11-11,Central,Furniture,6,581.15,238.94
2024-10-17,East,Technology,10,826.67,-108.99
2023-10-06,West,Furniture,2,301.1,269.43
2023-07-14,West,Office Supplies,19,1350.45,153.72
2022-09-29,East,Furniture,13,915.56,103.8
2023-11-11,Central,Office Supplies,20,888.02,-220.43
2022-08-06,West,Office Supplies,4,769.63,280.67
2023-02-23,East,Technology,19,1854.33,287.12
2023-06-03,West,Technology,15,81.03,257.36
2023-01-01,West,Technology,7,1925.43,-47.03
2022-08-11,Central,Furniture,9,747.87,-488.05
2024-08-03,South,Office Supplies,10,1928.08,-459.8
2023-05-14,Central,Furniture,17,22.87,201.91
2023-07-24,East,Technology,4,1194.94,430.29
2025-02-12,West,Technology,12,1271.23,338.77
2022-11-12,Central,Office Supplies,6,1789.28,-211.41
2024-09-02,West,Technology,19,963.7,-109.44
2023-07-30,South,Furniture,3,1738.9,354.31
2024-06-28,South,Technology,10,1051.23,57.84
2025-02-26,West,Technology,11,1575.63,230.99
2024-09-08,South,Office Supplies,18,1179.67,-411.35
2024-07-24,South,Technology,14,611.24,334.77
2025-04-03,South,Technology,19,1122.19,-116.86
2022-10-15,Central,Technology,2,636.69,157.58
2024-07-17,East,Technology,5,1608.89,-304.93
2024-10-30,East,Office Supplies,16,304.66,278.61
2024-05-24,Central,Furniture,19,1037.04,-333.43
2024-05-21,Central,Office Supplies,18,80.86,-184.84
2022-10-02,East,Furniture,1,1001.4,-445.93
2023-11-05,Central,Furniture,8,760.96,-308.17
2023-10-08,Central,Furniture,12,174.45,-416.17
2023-03-16,East,Office Supplies,18,586.36,-335.68
2024-09-24,Central,Office Supplies,1,417.65,-290.43
2024-11-04,East,Office Supplies,9,434.86,-51.7
2022-10-11,South,Technology,7,517.68,-77.49
2022-12-28,West,Office Supplies,13,1389.51,-173.12
2023-06-02,South,Furniture,11,1007.1,-137.11
2023-10-21,West,Office Supplies,12,1108.25,159.17
2024-11-29,South,Furniture,13,1525.55,-323.46
2023-04-19,East,Technology,15,742.72,-223.16
2023-03-08,Central,Office Supplies,9,1315.02,495.91
2024-06-20,East,Furniture,3,1000.92,-33.42
2024-01-20,South,Technology,20,1157.01,135.44
2024-07-31,Central,Furniture,6,1554.03,311.4
2023-08-13,South,Office Supplies,5,186.62,412.46
2022-06-21,West,Furniture,2,214.52,-390.13
2023-07-29,West,Technology,1,1226.23,490.48
2022-12-31,South,Furniture,13,817.43,-45.81
2024-10-05,South,Office Supplies,14,416.89,451.69
2023-04-25,South,Furniture,18,412.45,-63.7
2023-11-29,South,Office Supplies,2,614.24,21.27
2023-04-11,East,Technology,7,231.35,402.42
2023-11-23,South,Office Supplies,4,434.61,-14.68
2024-08-24,West,Office Supplies,8,1495.11,226.68
2023-04-12,West,Technology,13,184.04,-412.56
2023-12-09,East,Furniture,6,1492.54,303.31
2023-05-17,East,Technology,2,58.92,271.23
2024-05-23,Central,Office Supplies,4,1656.88,73.42
2022-11-26,Central,Technology,1,1703.11,-111.93
2022-11-15,East,Technology,11,255.16,-410.01
2022-12-02,West,Technology,15,1668.05,-247.28
2023-04-18,West,Furniture,8,1570.99,485.77
2023-12-05,South,Office Supplies,18,296.16,396.68
2022-07-03,East,Office Supplies,18,1168.66,271.46
2022-11-03,Central,Furniture,7,308.49,120.61
2022-08-01,West,Office Supplies,19,1584.72,91.43
2023-06-26,West,Furniture,3,470.81,-103.36
2023-11-25,East,Technology,12,469.45,101.92
2024-09-16,West,Technology,2,970.29,-222.39
2023-05-19,Central,Furniture,15,1730.72,-472.54
2022-07-17,South,Office Supplies,13,1142.28,384.52
2023-06-29,Central,Furniture,15,925.63,234.65
2024-09-08,West,Office Supplies,9,248.36,204.65
2025-02-03,West,Furniture,11,623.05,-124.54
2024-06-06,South,Furniture,17,899.72,456.64
2022-08-16,South,Office Supplies,6,1619.7,357.34
2024-01-10,East,Office Supplies,4,1648.31,-159.55
2024-07-08,South,Furniture,12,834.67,223.55
2024-04-27,West,Office Supplies,15,1599.52,313.05
2023-02-01,West,Office Supplies,13,1647.99,399.86
2025-01-24,South,Technology,16,1095.88,461.39
2022-09-13,South,Technology,8,1019.11,409.66
2024-01-17,Central,Technology,13,1764.38,105.98
2025-02-16,West,Furniture,15,226.68,-470.94
2025-02-08,East,Furniture,18,1076.6,337.55
2023-05-24,Central,Technology,1,1336.55,226.94
2024-07-01,East,Office Supplies,14,1262.08,165.32
2023-04-21,West,Technology,13,1834.7,497.33
2022-06-13,West,Office Supplies,7,563.63,-429.28
2025-03-29,Central,Technology,15,972.91,75.39
2022-10-30,South,Office Supplies,16,684.3,472.51
2023-05-01,West,Technology,3,978.68,-73.25
2023-10-05,South,Furniture,14,1456.82,-204.33
2022-04-28,South,Furniture,2,755.18,378.42
2024-06-12,East,Furniture,9,1504.44,-28.35
2022-06-04,South,Technology,16,945.63,-167.92
2024-02-23,South,Furniture,10,1852.9,-54.73
2025-01-14,West,Technology,16,1447.93,475.31
2022-08-02,West,Technology,2,847.99,285.42
2022-11-05,South,Technology,3,995.8,327.76
2024-10-11,South,Office Supplies,10,70.65,-177.93
2024-01-20,Central,Office Supplies,9,1910.34,293.43
2024-06-26,West,Technology,9,1291.68,35.29
2023-02-07,West,Furniture,20,203.66,-338.57
2024-02-29,South,Office Supplies,18,469.36,-4.47
2023-09-14,West,Technology,15,270.53,-297.16
2024-11-14,East,Technology,19,612.14,465.25
2024-04-14,East,Technology,19,987.36,349.78
2024-12-10,South,Office Supplies,17,1830.88,55.2
2024-10-04,Central,Furniture,18,624.0,-316.54
2025-04-12,Central,Office Supplies,2,920.26,396.32
2023-04-08,South,Furniture,1,959.47,-288.37
2024-02-08,West,Office Supplies,16,1104.37,-78.63
2024-08-14,Central,Office Supplies,10,1814.63,-18.56
2023-11-16,Central,Furniture,15,580.19,395.87
2024-07-12,Central,Furniture,1,1764.98,-290.71
2022-07-10,East,Technology,13,689.53,-130.71
2023-03-01,Central,Office Supplies,11,288.73,244.33
2024-03-14,South,Office Supplies,7,420.05,175.82
2023-08-14,East,Technology,20,1224.44,415.22
2025-04-03,South,Technology,15,999.48,-46.4
2023-05-20,South,Office Supplies,1,1332.31,325.06
2024-05-16,Central,Technology,8,236.11,167.74
2024-04-20,Central,Technology,9,933.3,-422.43
2024-01-17,West,Technology,6,564.93,-433.63
2024-03-31,Central,Furniture,1,1123.96,-297.14
2023-09-23,Central,Technology,3,148.71,-212.87
2024-05-27,West,Office Supplies,4,1141.63,-283.36
2023-01-29,West,Furniture,11,1186.38,-471.36
2023-01-07,East,Furniture,4,124.71,-440.13
2023-01-12,Central,Office Supplies,4,795.15,-248.09
2024-11-07,Central,Office Supplies,10,878.03,-190.56
2024-11-30,West,Technology,16,1397.44,414.83
2023-12-05,Central,Furniture,15,1874.39,-416.16
2024-02-22,West,Technology,4,1484.21,60.26
2023-08-31,Central,Technology,9,318.56,260.66
2024-09-16,South,Furniture,11,1363.18,295.7
2023-01-06,Central,Office Supplies,17,1178.85,-3.24
2024-05-20,South,Technology,9,218.9,-388.01
2023-03-14,Central,Office Supplies,16,1750.66,-289.65
2023-12-22,West,Technology,16,1542.6,-138.87
2022-08-01,East,Technology,7,457.52,-176.51
2024-02-19,South,Office Supplies,4,231.15,408.38
2023-11-27,South,Furniture,6,1978.86,-163.99
2022-08-08,East,Technology,17,630.31,461.81
2022-06-22,East,Office Supplies,10,1762.19,-11.42
2024-05-19,West,Office Supplies,18,545.97,-25.86
2025-03-16,South,Office Supplies,20,517.76,-394.46
2023-01-12,Central,Furniture,14,1149.24,-374.87
2022-11-14,Central,Furniture,17,87.3,-346.83
2024-07-26,Central,Technology,7,761.61,463.68
2024-02-01,East,Furniture,17,1170.96,-313.01
2023-09-18,Central,Furniture,8,1779.86,225.16
2022-09-25,West,Office Supplies,6,1543.52,-381.45
2024-01-11,East,Technology,2,1275.26,-459.91
2022-08-31,South,Furniture,3,713.51,446.72
2025-02-11,South,Furniture,1,807.83,360.23
2024-11-02,South,Technology,20,1835.87,148.12
2023-08-15,Central,Furniture,11,1816.65,-74.09
2022-08-09,Central,Furniture,19,1509.03,-255.4
2023-04-27,Central,Office Supplies,5,1984.29,330.85
2024-10-06,South,Technology,15,1389.95,61.56
2023-05-26,East,Technology,11,460.47,-90.14
2022-11-08,East,Furniture,15,1476.69,-182.05
2025-03-12,South,Office Supplies,3,1233.91,101.61
2022-06-01,South,Technology,13,19.1,-122.38
2023-10-29,East,Technology,17,222.83,469.7
2023-05-19,West,Furniture,19,1485.83,307.47
2023-02-17,Central,Office Supplies,8,1271.65,-94.54
2022-12-28,South,Furniture,9,429.9,244.76
2024-09-16,West,Technology,15,912.14,393.63
2024-06-25,Central,Furniture,7,1994.59,439.74
2023-10-29,East,Technology,7,178.1,463.22
2022-07-13,South,Office Supplies,16,392.9,154.45
2024-05-17,East,Technology,4,881.22,25.76
2022-10-13,South,Office Supplies,3,339.0,154.35
2024-02-12,Central,Office Supplies,18,31.34,371.33
2023-04-26,East,Office Supplies,18,1883.28,201.19
2023-06-22,East,Furniture,15,179.41,136.15
2024-09-13,West,Technology,10,1448.89,94.04
2023-04-11,East,Furniture,5,1642.15,-377.26
2024-08-25,South,Technology,2,1312.71,200.37
2022-09-15,Central,Furniture,8,1412.1,193.04
2023-12-03,Central,Furniture,5,547.69,-148.46
2023-06-30,West,Furniture,12,1087.99,385.73
2023-10-16,West,Technology,7,1108.94,469.32
2024-12-05,Central,Office Supplies,19,847.11,162.87
2024-02-08,Central,Office Supplies,6,1672.63,144.66
2022-04-28,Central,Furniture,19,1157.56,276.7
2024-12-10,South,Furniture,10,1855.35,-424.71
2022-06-05,West,Office Supplies,19,890.03,142.58
2022-09-21,West,Technology,1,452.01,-281.31
2023-06-01,West,Technology,18,1630.52,-102.36
2024-04-04,Central,Technology,17,836.76,295.56
2025-03-20,East,Technology,7,1076.06,-261.24
2024-10-24,West,Office Supplies,3,558.75,-282.67
2024-03-27,Central,Furniture,5,1213.94,-211.99
2025-02-21,Central,Office Supplies,8,1981.95,-118.61
2022-05-02,Central,Technology,1,1745.08,169.2
2024-04-24,South,Office Supplies,12,1493.71,-374.73
2023-07-22,East,Technology,11,1859.87,-431.62
2023-05-25,West,Technology,8,372.77,-495.64
2024-07-15,Central,Office Supplies,5,436.18,247.33
2023-04-22,South,Office Supplies,3,938.58,-88.4
2023-04-27,South,Office Supplies,14,1176.34,-228.48
2023-07-17,South,Furniture,12,157.76,321.11
2022-08-13,West,Technology,10,1314.67,-254.74
2022-09-13,South,Technology,3,1188.0,-462.24
2023-04-27,East,Office Supplies,1,1092.92,-405.86
2022-04-20,East,Furniture,20,161.55,-18.42
2022-07-16,West,Furniture,8,1969.43,247.24
2023-05-10,South,Office Supplies,15,1662.13,408.15
2023-04-14,South,Office Supplies,19,667.14,-447.29
2023-02-05,South,Furniture,14,652.84,336.48
2022-07-23,East,Office Supplies,14,1771.15,307.12
2022-11-22,Central,Technology,6,387.13,-285.82
2022-12-07,South,Technology,2,1807.27,42.46
2023-04-17,East,Office Supplies,6,900.6,-308.23
2023-08-19,Central,Furniture,1,1529.4,329.98
2023-11-08,West,Furniture,16,284.02,391.29
2024-08-15,East,Furniture,18,1137.56,138.62
2024-05-07,Central,Office Supplies,13,1395.03,29.62
2024-09-24,South,Office Supplies,6,694.99,195.96
2022-05-09,West,Office Supplies,7,211.01,-310.87
2024-11-15,West,Office Supplies,19,249.25,64.53
2023-08-10,Central,Furniture,17,936.5,-269.11
2023-07-26,South,Furniture,17,572.24,472.59
2023-11-20,Central,Office Supplies,9,1560.19,388.93
2022-07-27,Central,Technology,14,1995.57,-467.11
2022-08-08,West,Technology,20,1081.41,-9.5
2023-07-02,Central,Technology,4,1979.91,246.03
2023-04-14,South,Technology,1,1119.65,-199.56
2024-04-01,Central,Office Supplies,8,1140.51,322.95
2022-10-24,West,Furniture,6,341.65,-39.2
2024-02-07,East,Furniture,1,1558.45,91.02
2023-09-13,South,Office Supplies,20,712.71,318.91
2024-03-26,East,Technology,5,544.12,-451.76
2024-12-20,Central,Office Supplies,16,257.36,-464.48
2022-12-18,Central,Office Supplies,17,1608.92,-158.22
2024-02-03,Central,Technology,10,1960.26,196.07
2023-10-20,West,Furniture,3,1434.72,221.62
2025-01-09,West,Technology,7,234.42,-97.08
2023-11-27,South,Furniture,14,1778.58,-406.36
2024-08-06,East,Technology,1,685.33,434.71
2025-04-11,East,Office Supplies,14,239.16,-482.23
2023-07-17,West,Furniture,16,1749.43,-216.06
2023-05-05,Central,Office Supplies,14,232.9,171.87
2023-10-09,Central,Furniture,5,1197.98,-3.37
2022-08-07,East,Office Supplies,15,787.73,37.96
2023-10-29,West,Technology,7,354.1,-318.3
2022-08-02,Central,Office Supplies,13,247.86,226.16
2024-09-14,East,Office Supplies,8,1681.79,-107.79
2023-11-09,East,Office Supplies,19,948.74,-70.12
2023-08-19,South,Furniture,16,992.83,-439.82
2023-12-26,Central,Office Supplies,7,1397.46,276.86
2022-10-31,East,Technology,17,1858.7,331.46
2023-04-09,West,Office Supplies,12,199.2,-347.36
2022-06-08,Central,Furniture,5,944.07,-483.88
2022-08-31,South,Technology,2,1391.51,130.96
2024-04-02,West,Technology,18,1740.35,-63.11
2023-07-23,Central,Technology,5,432.1,-289.4
2024-11-27,South,Office Supplies,13,724.98,-359.24
2024-08-03,West,Furniture,13,592.77,-360.16
2023-11-17,Central,Office Supplies,13,1436.53,86.56
2022-07-05,Central,Technology,12,1079.54,-309.06
2024-06-19,East,Technology,18,258.3,416.28
2024-02-29,South,Technology,18,531.68,402.36
2023-11-14,East,Furniture,2,801.14,189.01
2022-11-23,East,Furniture,5,1676.31,-37.09
2025-01-15,Central,Furniture,19,968.14,390.53
2025-03-14,Central,Technology,5,1570.47,-310.47
2024-04-04,West,Technology,11,787.67,-19.53
2023-06-03,West,Office Supplies,5,140.08,196.01
2023-12-09,Central,Technology,12,1698.23,-358.7
2025-02-06,South,Technology,1,1541.63,-443.28
2022-11-02,South,Furniture,11,1275.79,68.97
2023-07-01,West,Technology,14,86.26,-253.54
2023-09-04,West,Technology,17,592.45,251.84
2024-08-19,Central,Office Supplies,9,1347.78,-93.2
2024-03-19,Central,Technology,12,1787.51,230.34
2025-01-25,South,Technology,12,1398.74,-187.53
2024-03-08,Central,Technology,13,682.17,-47.77
2025-03-17,South,Furniture,6,936.24,304.93
2025-02-11,East,Office Supplies,16,1076.42,138.32
2024-10-01,West,Furniture,2,1943.41,19.51
2025-03-18,South,Furniture,16,212.48,228.54
2023-05-06,East,Technology,10,145.15,-359.41
2024-03-06,East,Furniture,1,1950.53,-488.67
2024-11-11,Central,Furniture,2,1550.13,367.55
2024-09-04,East,Technology,19,1674.98,-401.57
2024-10-30,South,Technology,19,1134.98,231.99
2025-02-24,West,Office Supplies,20,1915.46,-122.13
2022-07-20,West,Technology,17,1807.15,214.44
2025-01-27,Central,Technology,18,1825.83,-305.14
2024-11-16,West,Furniture,18,1578.93,-477.04
2022-09-08,East,Office Supplies,9,1259.09,-480.33
2023-12-29,South,Technology,8,555.86,92.92
2024-09-10,West,Office Supplies,15,658.77,-445.34
2023-10-31,South,Technology,6,1395.01,-53.72
2023-09-25,South,Office Supplies,10,1626.01,-54.68
2024-11-29,West,Technology,15,1093.68,-291.45
2022-08-24,Central,Technology,1,198.06,-161.18
2024-12-12,Central,Furniture,9,159.72,-448.94
2023-01-01,East,Office Supplies,20,251.87,371.41
2024-04-01,South,Furniture,12,333.82,-386.25
2022-04-22,East,Technology,4,140.32,-95.84
2023-02-17,South,Office Supplies,20,167.19,-78.55
2024-01-25,East,Furniture,17,1802.91,383.59
2023-09-27,South,Furniture,5,687.97,119.14
2023-07-26,South,Furniture,8,1448.22,-34.27
2023-12-10,Central,Furniture,6,1683.12,-416.26
2023-12-04,West,Technology,12,1637.02,-276.91
2023-10-11,East,Technology,4,1101.68,-111.75
2022-10-05,Central,Office Supplies,19,1906.59,-152.66
2025-03-21,West,Technology,9,1032.22,-41.44
2025-04-16,South,Furniture,17,1722.53,-281.45
2024-11-03,South,Technology,2,1602.31,235.26
2023-03-03,East,Office Supplies,7,1506.19,188.37
2025-02-14,South,Office Supplies,6,1373.79,-302.55
2025-03-24,South,Furniture,17,1460.71,118.49
2022-09-10,South,Furniture,9,1648.52,-497.71
2022-10-25,Central,Technology,10,916.25,37.03
2024-01-25,Central,Technology,12,1446.85,1.51
2024-01-13,West,Office Supplies,4,605.17,281.57
2023-03-28,South,Office Supplies,12,1744.91,493.31
2023-09-27,Central,Office Supplies,5,1605.3,-48.97
2024-07-11,Central,Technology,5,868.02,-496.8
2022-07-03,South,Technology,6,1416.31,-330.15
2024-10-08,South,Furniture,20,138.49,214.04
2023-02-08,Central,Furniture,18,1598.74,217.1
2024-02-18,West,Technology,11,1179.11,85.06
2024-09-15,East,Furniture,9,773.69,42.04
2024-01-25,West,Technology,11,412.15,336.88
2024-11-26,West,Furniture,18,771.13,-260.88
2024-02-20,East,Furniture,15,1017.55,496.91
2023-08-01,West,Office Supplies,8,692.06,-108.52
2024-03-15,Central,Office Supplies,9,703.69,-492.03
2024-02-21,West,Technology,16,1854.18,484.8
2024-09-10,West,Furniture,16,1187.69,411.96
2022-05-01,West,Technology,9,919.06,-190.68
2022-08-31,South,Technology,1,856.85,-64.09
2024-03-13,Central,Furniture,6,1264.82,350.9
2022-04-22,West,Technology,16,765.88,404.6
2023-06-24,East,Technology,5,1424.14,44.23
2024-03-23,Central,Office Supplies,18,794.59,132.57
2025-03-16,West,Office Supplies,3,118.37,50.79
2024-12-29,East,Technology,2,1304.62,-259.36
2023-09-17,East,Office Supplies,4,1308.3,-443.69
2023-08-28,East,Office Supplies,13,742.45,-43.91
2024-12-12,Central,Office Supplies,16,927.68,96.17
2023-10-07,Central,Office Supplies,16,818.62,-428.5
2022-07-08,West,Furniture,11,903.85,194.33
2024-12-09,South,Technology,6,1401.0,162.82
2024-04-17,West,Office Supplies,18,791.0,148.38
2024-10-07,West,Technology,12,166.4,1.53
